Gain DAC	Relative gain
1256	13.4235838017051
1257	13.4509160319543
1258	13.478304610874
1259	13.5057496375003
1260	13.5332512108695
1261	13.5608094300175
1262	13.5884243939806
1263	13.6160962017948
1264	13.6438249524963
1265	13.6716107451211
1266	13.6994536787055
1267	13.7273538522854
1268	13.7553113648971
1269	13.7833263155766
1270	13.8113988033601
1271	13.8395289272836
1272	13.8677167863834
1273	13.8959624796955
1274	13.924266106256
1275	13.9526277651011
1276	13.9810475552668
1277	14.0095255757893
1278	14.0380619257048
1279	14.0666567040493
1280	14.0953100098589
1281	14.1240219421698
1282	14.152792600018
1283	14.1816220824398
1284	14.2105104884711
1285	14.2394579171483
1286	14.2684644675072
1287	14.2975302385842
1288	14.3266553294152
1289	14.3558398390364
1290	14.385083866484
1291	14.414387510794
1292	14.4437508710026
1293	14.4731740461458
1294	14.5026571352599
1295	14.5322002373808
1296	14.5618034515448
1297	14.591466876788
1298	14.6211906121464
1299	14.6509747566562
1300	14.6808194093536
1301	14.7107246692745
1302	14.7406906354552
1303	14.7707174069318
1304	14.8008050827403
1305	14.8309537619169
1306	14.8611635434978
1307	14.891434526519
1308	14.9217668100166
1309	14.9521604930268
1310	14.9826156745857
1311	15.0131324537294
1312	15.0437109294941
1313	15.0743512009157
1314	15.1050533670306
1315	15.1358175268747
1316	15.1666437794842
1317	15.1975322238952
1318	15.2284829591439
1319	15.2594960842663
1320	15.2905716982986
1321	15.3217099002769
1322	15.3529107892373
1323	15.3841744642159
1324	15.4155010242488
1325	15.4468905683722
1326	15.4783431956222
1327	15.5098590050349
1328	15.5414380956464
1329	15.5730805664928
1330	15.6047865166103
1331	15.636556045035
1332	15.6683892508029
1333	15.7002862329503
1334	15.7322470905131
1335	15.7642719225277
1336	15.7963608280299
1337	15.8285139060561
1338	15.8607312556422
1339	15.8930129758245
1340	15.925359165639
1341	15.9577699241219
1342	15.9902453503092
1343	16.0227855432371
1344	16.0553906019417
1345	16.0880606254591
1346	16.1207957128255
1347	16.153595963077
1348	16.1864614752496
1349	16.2193923483795
1350	16.2523886815028
1351	16.2854505736557
1352	16.3185781238742
1353	16.3517714311945
1354	16.3850305946526
1355	16.4183557132848
1356	16.4517468861271
1357	16.4852042122156
1358	16.5187277905865
